Article,Statut,Prix (€),Prix de vente initial (€),Frais de livraison (€),Suivi par (personnes),Vendus,Lien du produit
Apple iPhone 13 Pro 128 Go 256 Go 512 Go 1 To débloqué toutes couleurs bon état,Grade B - Bon rapport qualité-prix pour un usage quotidien + 1 an de garantie,"468,15  à 515,55",N/A,"30,80",0,41,https://www.ebay.fr/itm/203834120226?itmmeta=01J0C56VJVQ8F1YTWBCVPH4R6B&hash=item2f7575d822:g:oD0AAOSwIFFiDNBY&amdata=enc%3AAQAJAAAA0KEJXvJojZkcqFt46x99eMBBzRlvwzM00gVgX%2Fy7pSqWGQfHcCNfZLDeygekdbrQS%2BHqv1zM4LZrKOC1rKde%2BAMdr6ld%2BoRk40vGy%2B%2BVVaoOVF205o139RJEcgMvhsLOIqhsWtYPbIMyCMQ7vOphvXOR6kb9Xg0jcs1ypGKyAta88T90oHiAjHtAYU5kd%2FJon6Dti6tvtDx89hFNq%2BWhckudcIYQulwk%2BeMsCb554hx%2FnZ1J88zi8FfEyPkTKA30xPNoNtliVCmCJUhXoucmtz4%3D%7Ctkp%3ABFBMxLmbhYNk&var=504557358077
"i15 Pro Max 7.3"" 16GB+1TB 5G Unlocked  Global Android Smartphone New Sealed",Professionnel,"107,68  à 142,03",N/A,"5,57",0,0,https://www.ebay.fr/itm/355567452801?itmmeta=01J0C56VJVSB46ZZSGESFDNR0G&hash=item52c978c281:g:jxgAAOSwPFJl0blj&amdata=enc%3AAQAJAAAA0LuX9nfRzjCKWFydtpq9gMG4jlmaj0lDH2FcElGzhtxgQBTJL4EDloF1WxbQWN01J%2FdrV%2Fgka7ftBxtNjnUL82lcpQ%2Bs5ud72qD7a9K%2BVf9CkCDDPdUzN0%2BCJqeTUlmNSGGtJB2oBHXRP6DYQ3ORmAsAYMrp7wFLoV16Wbc2TKzzPdUOttWi6kD2trJyC%2FjPXMGlgc2pljEHZQ%2FyopkCtarS0uuEjqHHFzmtVc5xmtH7XOlZdN99BckDx6IhQjEVMcbyh8t1Yr8CITqIFz28PSU%3D%7Ctkp%3ABFBMxLmbhYNk&var=624699245511
Smartphone LG Wing 5G LM-F100N 128 GB + 8 GB doppio schermo sbloccato in fabbric,Professionnel,"300,00","349,99","29,00",0,0,https://www.ebay.fr/itm/225551467750?itmmeta=01J0C56VJVK05BTPD74VZRT62W&hash=item3483ea44e6:g:uJkAAOSwcUpkSXr7&amdata=enc%3AAQAJAAAA0GdXxcv6mIBqDJgg3FJK%2BAuLthEiytNwCWlccqov%2FS9Oir6PTCLKVR4Mmp1HDoaOWTVNYCW8G8KpcIV189f4aSfmXvBUveRdPUbRE2hHA3KvqxDH8R2Lj7FqZuIfL0uR7FoFYd4y8%2BYJh2V8aBCz%2FdBi3xpeUpV0st7kiGW%2BXmZZGskDpD6833rBblhXE%2FoIgts0ekCXq71T9TixfnAl9jKUtN8OCuOdVd6mSNrUU8Bjkx2SM%2Btot3OXCYiyn%2Fd7jRQxuOnu44e%2BTd%2F%2BC4JQ6Yw%3D%7Ctkp%3ABFBMxLmbhYNk
"Google Pixel Fold 256 Go/512 Go porcelaine débloquée, obsidienne très bon état",Grade A - Excellente combinaison de valeur et d'état,"805,93  à 877,04",N/A,"30,80",66,0,https://www.ebay.fr/itm/266579402224?itmmeta=01J0C56VJVSW8GNFJFEC770A72&hash=item3e115eddf0:g:F8gAAOSw7xtlha55&amdata=enc%3AAQAJAAAA0NsgGcNyDtIkyL8rvl864kfVTk%2FsjGCB%2FY4URc9tkjL3eFyuldRx%2B7pH49ZYhMRn0zoJjR5CzGUO04tTCz1GufE8uRFJLBqO4%2BtJfPM1%2FfNGp9UQx978NaPCIgos5TpslbZPjgoxA1GCm837Tt6INhTcxSTnq1uWPY1yKkKEu8%2BZ8%2F2IZosb6zFw4QMAcr7OT9mrdflzcDZyi2jML0f--Ry%2F3PX6eRnGDgIYQ2hiD5PC0lv15LVRxR7Cqcz3DuKYbToXdjNZBOl4ySA9E7PZiII%3D%7Ctkp%3ABFBMxLmbhYNk&var=566342698143
"unlocked Sony Xperia XZ1 Compact 4.6 ""Snapdragon 835 DOCOMO Android Smartphone",Professionnel,"78,91",N/A,"10,21",0,19,https://www.ebay.fr/p/239058194?iid=125860418666&rt=nc
"LG V60 THINQ 5G LM-V600TM 128 GB 8 GB RAM 6,8"" WHITE/BLUE",Professionnel,"234,99","249,99","29,99",0,0,https://www.ebay.fr/itm/225747660462?itmmeta=01J0C56VJVCWBA5TF9ZEDHSF0E&hash=item348f9beeae:g:deQAAOSwff1kRtnd
90%N ew Apple iPhone 4/4s White/Black 8/16/32/64GB Fully UNLOCKED classic 3.5'',Professionnel,"25,98  à 89,11",N/A,Livraison gratuite,0,0,https://www.ebay.fr/p/240131362?iid=355751341599&var=624835306300&rt=nc
Téléphone portable de collection Lip Stick Mirrow | Nokia 7280 piano noir | Rare,Particulier,"299,00",N/A,"10,49",0,0,https://www.ebay.fr/itm/364940485234?itmmeta=01J0C56VJW0Z5WKRRQ2M0YC8X1&hash=item54f825e272:g:hYkAAOSwxTpmRsfk
Apple iPhone 12 - 128 Go - Blanc (ERREUR DE MISE À JOUR),Particulier,"77,04",N/A,"29,63",0,0,https://www.ebay.fr/p/28041715308?iid=226185752835&rt=nc
ALT MIVE Style Folder AT-M120 32GB Unlocked LTE/3G 2color / Express,Professionnel,"169,35",N/A,"9,28",0,0,https://www.ebay.fr/itm/355735303296?itmmeta=01J0C56VJWWH3H0N5RV0PT50W7&hash=item52d379f480:g:OfQAAOSw3mlmTpkC&var=624823171345
Apple iPhone XR - 64GB - Random Color (Unlocked),Particulier,"139,03",N/A,"37,53",1,0,https://www.ebay.fr/p/26023710647?iid=176270269508&rt=nc
Nokia 6300 2G double SIM boutons téléphone portable noir gris,Professionnel,"39,99",N/A,"6,00",0,55,https://www.ebay.fr/itm/175671589788?itmmeta=01J0C56VJWDZQCJHA1VXB3MKNC&hash=item28e6d7bb9c:g:9~wAAOSwGbFkJxFt
"S23 Ultra 6.8"" 8GB+256GB Smartphone Android 12 Unlocked 5G LTE Mobile Phones~NEW",Professionnel,"88,69",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/386285004644?itmmeta=01J0C56VJW53RDKG29DMNRMECT&hash=item59f0616764:g:Ty8AAOSwhAZlVJlI&amdata=enc%3AAQAJAAAA0KVzDOF28pJvzqnAIEhuXopboCMRp7ywzFzM5va9uudSspzoyQhTefrja%2BfRXsS3ncqcNfACjqeHnc7eQ3ZM4%2BM7PswWed3mjiLFeYZZd3QO%2FnxgDLDu6aB9a9Ejd9rAvzRYyAAesjWxTQqcHkv17y0H%2F7Fr%2FMdqGSQ3IidiHqXWT5IlZIKkrBBP9u3p%2Fj4U025Vh95ChwkzCbcrlkze6scTVKdVkW8nMY37uUGV3NAWpSLTSJ0UUGtnKoqj2%2FRZgf%2B6diMQgLu9IBI1dWVYcvk%3D%7Ctkp%3ABFBMxrmbhYNk&var=653824327949
Unlocked Samsung Galaxy Folder G1600 Dual SIM LTE Android Flip SmartPhone,Professionnel,"80,77",N/A,Livraison gratuite,25,0,https://www.ebay.fr/itm/387035446799?itmmeta=01J0C56VJWHPNSM9FYHCQKYJZ5&hash=item5a1d1c3e0f:g:pFEAAOSwFsxmVC72&amdata=enc%3AAQAJAAAA0Onzchj3B%2B4mTK4CmgXfJpYMIbr3Wuz417w82DuKKfQetagixoKzJWp6H09AFXVfVVhbgNSDED%2F9jnN6p6kR7ncKS5zZAZCSjwczsr7U2CPjtrVOCb%2B2eBWQSOW7AzfJYl4r9WZuqBV6ikmomRMxje2q5SMz7Hoy8qmvJ7zREfMlmfbKwlZHH8113cVqjMGCjPZ6rFzXJBStfn11qTYO4XKn7qK6eUtlHi3uYXO50y6H16LUhpfpj2p51%2BOaZU%2Fq5AIlmGn01x4Ac7M17EC9RF4%3D%7Ctkp%3ABFBMxrmbhYNk&var=654309478360
Google Pixel 7 128GB Black GVU6C (Spectrum) Android Smartphone - Good Condition,Professionnel,"150,39","278,50","31,88",0,135,https://www.ebay.fr/itm/404640448827?itmmeta=01J0C56VJWVZ6T59J6B6RNNP00&hash=item5e3673413b:g:z6UAAOSw4JRlX-z-&amdata=enc%3AAQAJAAAA0NY421mehS48cKQyTcRWmq2aRCotBJfbfmA97m8GV2zTATFj0cueHig%2B4XUyuxe7pih%2FhgaXgwyAbqXS3327Is6b7ptrqAaVR5xLqLrDi3lSggUgvnlJBr0RtHMjUWay2r9O%2FLuqN3NGCPsSMzmT7S0QeVB5ioT7eyD48%2BTqFWnQZB1vS1nAFsXWqXeP6DWSvDXjTmmlfstTFwLfxFm2Cn8L%2BCsKuJQ67Z3fZofiou1MiA8n%2B%2Fieeef%2F7Xhq2iRckpca07UMdl9YwcCZ6AomePQ%3D%7Ctkp%3ABFBMxrmbhYNk
New Sealed LG V60 ThinQ 5G LM-V600AM V600TM V600VM 128GB Unlocked Smartphone,Professionnel,"198,67  à 206,10",N/A,"5,57",0,36,https://www.ebay.fr/itm/145031744904?itmmeta=01J0C56VJW04AC588Z1EB2GBDG&hash=item21c490cd88:g:yBwAAOSwAFhkNlsl&amdata=enc%3AAQAJAAAA0HBRSiHWltlMd5aWbq%2ByLfFXE6yc8NLHCJuHcapN6G97AsnplvCNRN0U7CJj0NoAv13LwuYNUyXatvcTcMLMyC%2By4PTBHLXTZIgkYycDkoo1Y7tJejsxAm%2FsSHeWd9lfOCajea6R%2BJyf%2FqIdd2RTrh0%2FprWpVBma%2F%2BOoqoQanDX2JdYJZxbHkk2kPTtaz2btLjIXo84rPyQ%2FOvM1QnUW5X0GjkFefB1kKv3bqwo8laMl%2Fq74D%2BYKPqcYK5AOqnv8t4SrDTPEZjJDpPj440wLfgo%3D%7Ctkp%3ABFBMxrmbhYNk&var=444236376701
"Nouvelle annonceXiaomi 13T Pro, 1 To de mémoire, vert Meadow, 5G, RAM 16 Go, LTE. Article neuf dans son emballage d'origine scellé",Particulier,"609,00",N/A,"9,90",0,0,https://www.ebay.fr/itm/126529830495?itmmeta=01J0C56VJWHN3FB0P26CXVXTVZ&hash=item1d75c3fe5f:g:EM8AAOSwAIVmXgO5
Nokia X5 X5-01 3G Wi-Fi Bluetooth Slider Original Mobile Phone QWERTY ,Professionnel,"77,25","81,32",Livraison gratuite,0,9,https://www.ebay.fr/itm/234854664203?itmmeta=01J0C56VJW3XQRY56A8DEQ31ZN&hash=item36ae6dc80b:g:hSkAAOSwJVJfmKaF&var=534690252866
Unihertz Jelly Pro,Particulier,"55,00",N/A,"30,00",0,0,https://www.ebay.fr/itm/235595836143?itmmeta=01J0C56VJWC8DB1EB280F97DC1&hash=item36da9b2aef:g:lFAAAOSwxCNmVHk5
Apple iPhone 13 Mini 128 Go/256 Go/512 Go débloqué bleu/vert/noir/rose/rouge/blanc,Grade C - Entièrement fonctionnel et testé avec une garantie de 1 an,"284,44",N/A,"30,80",1,0,https://www.ebay.fr/p/22049283439?iid=386734725505&var=654263888456&rt=nc
 BlackBerry Curve 9360 GSM 3G Qwerty Black Unlocked Smartphone- New Sealed,Professionnel,"60,34",N/A,Livraison gratuite,101,0,https://www.ebay.fr/p/169685563?iid=363631288238&rt=nc
Nouvelle annonceApple iPhone 11 - 128GB,Particulier,"185,67",N/A,"57,56",0,0,https://www.ebay.fr/itm/335440784749?itmmeta=01J0C56VJWZ484D4N8DKEVWMGV&hash=item4e19d42d6d:g:EKIAAOSwQ3VmbIms
Google Pixel XL 32GB / 128GB ROM 4GB RAM 4G LTE Android Phone Original,Professionnel,"103,92  à 117,89","125,41",Livraison gratuite,0,22,https://www.ebay.fr/p/26030890556?iid=256437815226&var=556570317735&rt=nc
Smartphone BlackBerry KEY2 LE (BBE100-4) 64 Go (débloqué) double SIM - neuf scellé,Professionnel,"420,75",N/A,Livraison gratuite,11,0,https://www.ebay.fr/itm/285088317420?itmmeta=01J0C56VJW78TH4E8HMBWYG465&hash=item4260967fec:g:KrsAAOSwU9NjJ9uk&var=586941020281
Xioami Pad 6 Pro Tablet12+512GB 144Hz Display 8840mAh WiFi Snapdragon™870 Global,Professionnel,"139,90",N/A,"6,00",43,0,https://www.ebay.fr/itm/145735655739?itmmeta=01J0C56VJWNXEDSZHGVK6MVZKX&hash=item21ee85a13b:g:-VsAAOSwPU5mI~1k
"Global S30 Ultra Phone 7.3HD Screen 16GB+1TB Smartphone , Android13 Unlocked ",Professionnel,"135,90  à 182,47",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/375436710881?itmmeta=01J0C56VJWVKMRD8224JHWXHWV&hash=item5769c593e1:g:beYAAOSwIjJmSI4I&var=644385742637
Téléphone portable Android TECNO Spark 20 Pro (noir/8 Go + 256 Go/double SIM/débloqué),Professionnel,"248,88",N/A,Livraison gratuite,12,0,https://www.ebay.fr/itm/386866843080?itmmeta=01J0C56VJW1T3QBBCNHYXKBB4X&hash=item5a130f8dc8:g:W7IAAOSwcY9l9~Mi
Téléphone portable Samsung C3520 Bluetooth MP3 FM radio GSM à rabat débloqué téléphone portable,Professionnel,"35,54",N/A,Livraison gratuite,76,0,https://www.ebay.fr/itm/334888827544?itmmeta=01J0C56VJW3363KG8N62WXQ492&hash=item4df8edfa98:g:OvgAAOSwkjpjggsV&var=544063967002
Téléphone portable Nokia 3310 Mobile Débloqué tout opérateurs  * Batterie Neuve,Professionnel,"46,90",N/A,"17,00",1,0,https://www.ebay.fr/itm/325892632180?itmmeta=01J0C56VJWHCG1HE23M8V6NFYG&hash=item4be0b6ee74:g:aH8AAOSw4JpjzR8k&amdata=enc%3AAQAJAAAA0IB0VSJsQjY4EIUgmxGVzbYeuYL%2Fi%2FpFk4RuY3EfQR1y02vwQPKE42nfPJ9jpzuUwCrUvFdTcnwZx3JH4KeJsRm%2FGKL7U1BMT768GAygL3GqZCOMz%2Fdskmuxt55e1jQiWFUto%2FvuHTHZpcRRj%2BzWFcXi5RedqKKqacOtNlHWO3H7h9KLD2XmjX%2Fi9HLGfe%2BRCfoToNmCJi8mSmzX9558Gdk%2FhZ7Q3x1bnyC0Dr%2FQUqvoZ716aTe2lXvXp2eBvKP104yIilaGp5D81mukOhXSmcA%3D%7Ctkp%3ABFBMyLmbhYNk
SAMSUNG GALAXY A54 5G DUAL SIM 128GB RAM 8GB NERO PERFETTE CONDIZIONI,Professionnel,"229,00",N/A,"40,00",0,30,https://www.ebay.fr/itm/166782587281?itmmeta=01J0C56VJWBKYB5G95VEWYQS90&hash=item26d5045191:g:3hgAAOSwKZdmMlXQ&amdata=enc%3AAQAJAAAA0GagGqzgCmb030nv6o5Sld0neSDp5mWHY5vwvHrUDfGAWtZjtfP6tZBjWywOhqlvNpoulk61AcjwDmhmD9XX7o2e7wnkZsGPLf82%2F1CwteQT2e%2BfvP1Ds02TObvLk4uSOMUj3IF2rsnKXEXtsa%2BHiZ863%2FamBqiMBFP5qneZsiZF%2F0NMT2v0TwVu391OAMxY2SoggRzZvoPYh6LIi8SCaHoSk3ngFuZJwxepQkzUE8EsZIGiFYvuL%2FMctU9ZU%2BpdtY35bJvzak8UmASRyNCm0Uo%3D%7Ctkp%3ABFBMyLmbhYNk
Nouvelle annonceSamsung Galaxy S22  8GB RAM SM-S901U1 Smartphone (FACTORY UNLOCKED) ALL COLORS,Professionnel,"278,47  à 324,89",N/A,"30,49",0,0,https://www.ebay.fr/itm/176424936239?itmmeta=01J0C56VJWVJPHVCQDHFJ5A7XE&hash=item2913bee32f:g:OawAAOSwSZlmbJRx&amdata=enc%3AAQAJAAAA0J9dxgVeyVBRLN1YaG9tyXOmbOhbzAiTnzucAeAq9R7eii2gj%2BOj%2FaGyEBynIpCPazPEoMHpbi2SFcIt%2FF49cIXnAyvXXbM4Gy%2FX7j%2FqchMuOryFup8FSBt3dD7fwgYBOJsSpd21kRFph2oiYKxS9%2BRugN7tM63Fq%2F3pXfxDt6eii%2BKBR4qJSol2SXLA01zDQtul3Opkk%2FSpr9dgRksTAvlu5UqXYu9LgunpFRQ2kCXf68XnxMA5HH8ZqW6BDDD9wnuJUBRzvTdKXayHw6nIEBw%3D%7Ctkp%3ABFBMyLmbhYNk&var=475974560068
Google Pixel 7a 128GB Charcoal (Spectrum) Android Smartphone - Good,Professionnel,"157,81","278,50","32,14",0,61,https://www.ebay.fr/itm/315072469572?itmmeta=01J0C56VJWNB94EGC1GRN513E7&hash=item495bc85a44:g:bZcAAOSwgjBllh12&amdata=enc%3AAQAJAAAA0FD5Gq0uPqnCHAHM0LQTjHh9z7YxkPA8XUdLTEayXtofhf2%2FcH4ZEW9DpIXe5lNKcLI2DtwTujpYUNnQO1cNQhahPaGcI32SGbLyYjcZ%2FLJP5snclb7h2Oi%2FQIdOpOrPFMj0V%2FyGtGT4ju4DglPPX7O8Swk4fJI7V%2FCgr7KxAYJ8BDMg%2F6c2JLVtY6pLrI8H8gJgC1K95DOqYtX9Nwj4%2F9kdjYdSPbZv3Xi%2BocrRPfh04%2BQBeBtqclZ2QlJYLRSpVu%2FUHNT3Ka3UX6imKuGFsfM%3D%7Ctkp%3ABFBMyLmbhYNk
XIAOMI REDMI NOTE 11 PRO 5G 128GB 8GB Gris Movil Smartphone,Particulier,"96,50",N/A,"40,00",0,0,https://www.ebay.fr/itm/375480154154?itmmeta=01J0C56VJW9YG12E7JF9DX932T&hash=item576c5c782a:g:Gs0AAOSw~TJmXvGH
Nouvelle annonceair pods pro 2,Particulier,"266,67",N/A,"3,20",0,0,https://www.ebay.fr/itm/296502930143?itmmeta=01J0C56VJWP9VMY373KG7MA72W&hash=item4508f3aadf:g:5d0AAOSwLrZmbDf6
Google Pixel 7 PRO 5G 128/256 Go débloqué noisetier/obsidienne/neige très bon état,Grade A - Excellente combinaison de valeur et d'état,"379,26",N/A,"30,80",0,26,https://www.ebay.fr/p/25056912986?iid=204418247333&var=504973408596&rt=nc
NEW Sealed in Box Apple iPhone 8 Plus - 256 GB - Gold (Unlocked) Smartphone ,Professionnel,"213,53",N/A,"34,09",12,0,https://www.ebay.fr/p/239068294?iid=256540925912&rt=nc
Apple iphone 1st generation-iphone 3G-iphone 3GS Unlocked-Tested-Working well,Professionnel,"38,04  à 110,37",N/A,Livraison gratuite,0,40,https://www.ebay.fr/p/237109870?iid=314604035791&var=613141625490&rt=nc
Smartphone Samsung Galaxy Folder G1600 double SIM LTE à rabat débloqué - neuf scellé,Professionnel,"101,93",N/A,Livraison gratuite,128,0,https://www.ebay.fr/itm/144685134958?itmmeta=01J0C56VJXJGFF11GV0N15T7WF&hash=item21afe7f46e:g:rdYAAOSwArxhc5Mk
"Nouvelle annonceNokia Lumia 800 16 Go bleu cyan, revendeur, garantie, facture, vérifié, comme neuf !",Professionnel,"39,90",N/A,"3,99",0,0,https://www.ebay.fr/itm/204826277005?itmmeta=01J0C56VJX0WQ4ZN33CZ3A8JPH&hash=item2fb098f48d:g:t~kAAOSwikFmZtDf&amdata=enc%3AAQAJAAAA0Di3a%2FRfin6qXUmW3SyytpoGVF3WXu5RhmcuUru5A373IiKfnqtXVarp0lCmjjB1ELBHgUB2axNqbVRkiAhZOO8BLu8VgamYpurBgSjXvkFa%2FUCcKQLOkjZeIwhIDOQy3sXHnyPPOO0mJvW25uniUmEITOulk7Pq2p5QbUYPYnl7XpJL8%2BfYdb34%2Bdyn9Q7X7bcKGTrtmzdUxpFLLbMKG4fUhlGL3z6s4bpM3jvuvBSg1JPQ0IoWwaQoVf9iweHsf6ekfU4MO0tQGiXugMQMPyA%3D%7Ctkp%3ABFBMyrmbhYNk
Mini Téléphone Portable BM10 L8star Indétectable Changeur De Voix Appel SMS,Professionnel,"19,99",N/A,"1,99",0,0,https://www.ebay.fr/itm/186356134809?itmmeta=01J0C56VJX5VWX6T64G7D6YXDH&hash=item2b63b0f399:g:q6EAAOSwYt5koveB&amdata=enc%3AAQAJAAAA0Ii6uaYCnSQN6GyazFvq7oup3o0Bhq4TV%2FzvPIK%2FRQKRLaxUk6EgavTjbukyg8c3CdB4wj83Bgjd%2FP3uA59EcJQAc2E%2FA8lwutvXtQl13uHAxI7zGLhl%2F4aqpctWSPKumE67A0vAscImNM4zIaxbsyGgK890JSVPypq%2FDxqGKV7OpPrMokR5Nn9XyTg%2FGi1IDHcyav6EReHE%2FFnxbgINHGOWSrrBJWGw95s1KZcrQ%2F6JSjgH1kiZor4kJukp9tP3yFtMJssghgAH2LHm5s1KLCw%3D%7Ctkp%3ABFBMyrmbhYNk
Lot of Very rare  Apple iPhone 2G 1st Gen 4GB / 8GB / 16GB cell phone,Professionnel,"9,27  à 45,49",N/A,"6,50",0,0,https://www.ebay.fr/itm/386954552299?itmmeta=01J0C56VJXMGV1CM0T906734F1&hash=item5a1849e3eb:g:C~cAAOSwYS9mKMn-&var=654225873253
HUAWEI P20 PRO CLT-L29 128GB 256GB Unlocked Android Global Smartphone New Sealed,Professionnel,"142,97  à 176,38",N/A,"5,57",0,0,https://www.ebay.fr/p/245240207?iid=386791726415&var=654052236109&rt=nc
LG G8X ThinQ LM-G850UM / LMG850EMW 128 Go 6 Go de RAM Android 10 débloqué - Neuf scellé,Professionnel,"181,34  à 199,12",N/A,Livraison gratuite,33,0,https://www.ebay.fr/itm/165512146429?itmmeta=01J0C56VJXAZNR0YP61BJYQSRB&hash=item26894aedfd:g:xOIAAOSwuzliTaoy&var=465055918406
Apple iPhone 4/4S 8/16/32GB 3G unlocked used mobile phone Black white,Professionnel,"17,64  à 24,14",N/A,"7,43",0,0,https://www.ebay.fr/p/240200776?iid=355483703878&var=624638483159&rt=nc
90%Ne w Apple iPhone 4S 8/16/32/64GB IOS 6  IOS 9 Black white unlocked,Professionnel,"33,42  à 91,91",N/A,Livraison gratuite,37,0,https://www.ebay.fr/itm/385617093976?itmmeta=01J0C56VJXXJ6BZ41FJ6AKCCDD&hash=item59c891e558:g:W00AAOSwoZVkcJ40&var=653426784885
TELECOMMANDE COMPATIBLE NICE HOME ECCO5 MAESTRO ALTO ARIA AVIO RIVA FILO ECCOKIT,Professionnel,"13,95",N/A,"4,95",0,0,https://www.ebay.fr/itm/153923600557?itmmeta=01J0C56VJXT98PN3BBRPJJD80J&hash=item23d68fc0ad:g:VTwAAOSwX25iKTLc
"Original LG Wing 5G F100TM 6.8"" Rotating Dual Screen Unlocked 256GB SmartPhone",Professionnel,"283,03",N/A,"1,85",7,0,https://www.ebay.fr/p/12049155199?iid=296084340806&var=594212051533&rt=nc
"TÉLÉCOMMANDE MHOUSE GTX4  433,92Mhz POUR PORTAIL ET GARAGE",Professionnel,"14,99",N/A,"4,95",0,0,https://www.ebay.fr/itm/154534864926?itmmeta=01J0C56VJXKNBK7SR20T2W1M3Z&hash=item23fafee81e:g:rVUAAOSwZQpg72SG
"TELECOMMANDE UNIVERSELLE CLONE DOITRAND TS2DE 433,92Mhz Portail Garage",Professionnel,"10,90",N/A,"4,95",0,0,https://www.ebay.fr/itm/153459630404?itmmeta=01J0C56VJX527ASA89ZWD4CFTJ&hash=item23bae82144:g:g0AAAOSwq7JT--2a
"Sony Xperia 10 V Smartphone Dual SIM Unlocked Black 128GB 6GB RAM 6.1"" 48MP NEW",Professionnel,"292,36",N/A,"12,07",1,0,https://www.ebay.fr/p/8048964107?iid=204794217727&rt=nc
"TÉLÉCOMMANDE compatible MOOVO MT4 MT4G MT4V 433,92Mhz pour Portail et Garage",Professionnel,"12,90",N/A,"4,95",0,0,https://www.ebay.fr/itm/153905436481?itmmeta=01J0C56VJX24629RTE4WS31TYP&hash=item23d57a9741:g:q4AAAOSwu~hiKTCx
"Samsung Galaxy A53 5G SM-A536W 6.5""  128GB Awesome Black Smartphone",Particulier,"148,48",N/A,"71,22",0,0,https://www.ebay.fr/p/3053006884?iid=364851011760&rt=nc
"Télécommande copieuse CAME TOP862, TOP864 fréq 868,35Mhz pour Garage Portail",Professionnel,"12,98",N/A,"4,90",0,0,https://www.ebay.fr/itm/156216440619?itmmeta=01J0C56VJXZTA4ZYSH5STD2ZQY&hash=item245f39b72b:g:cKAAAOSwRmRmShPd
"Personal Payment (unecomor_33, sola7379)",Professionnel,"152,93",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/324147775763?itmmeta=01J0C56VJX8ETAH9AP8TQK0TPG&hash=item4b78b68913:g:2D4AAOSwEt9erg~o
"Télécommande Universelle CAME TOP432, TOP434, Waterproof, Portail, Garage",Professionnel,"9,89",N/A,"4,95",0,0,https://www.ebay.fr/itm/153443795765?itmmeta=01J0C56VJX7C1VNB4QRGP2D9TY&hash=item23b9f68335:g:rhsAAOSwrcFiEah9
"Nouvelle annonceUnlocked Huawei P20 Lite 5.84"" Dual SIM 4GB/64GB 16MP Mobile Phone New Sealed",Professionnel,"105,46",N/A,Livraison gratuite,0,0,https://www.ebay.fr/p/11064987690?iid=387082360985&var=654352092230&rt=nc
Xperia Ace III ( 3 ) Black SONY SIM Unlocked 5G Support Smart Phone 4GB 64GB New,Professionnel,"123,46",N/A,"17,64",1,0,https://www.ebay.fr/p/19057529162?iid=204150315496&rt=nc
"Récepteur compatible RTS 433,42Mhz pour Portail et Garage 1841022",Professionnel,"35,95",N/A,"5,90",0,0,https://www.ebay.fr/itm/156219973455?itmmeta=01J0C56VJX8XBM5KXKENJXF89G&hash=item245f6f9f4f:g:pOgAAOSwYjpmTTsc
Nokia 216 double SIM boutons de téléphone portable téléphone portable noir déverrouillé débloqué,Professionnel,"39,99",N/A,"6,00",0,110,https://www.ebay.fr/itm/175993630886?itmmeta=01J0C56VJXZ37571EZ0B1FN5MM&hash=item28fa09b0a6:g:tSEAAOSwW8VlPNQ-&amdata=enc%3AAQAJAAAA0EhsdPKLg8kflOUHrqqtP9eIPUfUs%2BBNU8tp9hLw7STLIdkTA9U8kN25Le0B%2Bb8V9%2FoZZST1E9rpuWDir3vidEQIXw5eNCvzKPXwpJeAp1wUN9L9L86k0abiKAld05lIIxSiOVQgiDalpgERKoL172pbyhrnwClJWPvmlKNxRdsCObu1eNc3E8FtZCgA4yzrfRssqmMT1H1Nf3ySkq3VKbZaHiiSFqpDvB%2BZkZdLs8IM6wpduxdL%2FCdv3%2FW0i8xSIvHpnQM6zq%2BIMhSDirdtcQk%3D%7Ctkp%3ABFBMzrmbhYNk
"Samsung Galaxy S10+ SM-G975U 128GB 6.4"" Factory Unlocked Smartphone - New Sealed",Professionnel,"255,82",N/A,Livraison gratuite,21,0,https://www.ebay.fr/itm/295560061805?itmmeta=01J0C56VJXGT56CDP3S2F6ZW1M&hash=item44d0c0a36d:g:yn8AAOSwKutkCcKV&amdata=enc%3AAQAJAAAA0BsapA5jNjZSZlm7pfzZbYjb7x7ie2I4CW61Yw%2BfvgWHijiJFB4goa62HCpy%2FWoVj92Mibso2I67Z8x6gvx%2F2BtCGfOcs3wrx%2BE%2BsU4bFLZ32XPtdka4Pn0BcN5Nvy0n%2B18IKyFpWt1CSKNFnE%2BKu6e7kR7MxCDPY7gZPdDG8Q0VhgIBUVGl%2BiK3uLxCh0q0eOfN7wjPeqnacOLXAMvF%2BpAXDJ%2F0xWs%2FE3Hk%2FHZyAZhEnuobbQNquQpt8XUMwjB0OjfDaP9Btg1GDFe8oqu5rtA%3D%7Ctkp%3ABFBMzrmbhYNk&var=593629029094
